DOY,Year,Month,Day,Time,Rain_mm,Tair_C,PAR_µmol,co2_ppm,NEE_µmol,GPP_µmol,TER_µmol,ET_mm,LE_W,H_W
158.79,2011,6,7,1900,0,17.93,108.03,562.3032,6.27991,3.62437,9.90429,0.018355857,25.0560965,-18.19777
158.81,2011,6,7,1930,0,17.35,50.39,432.5898,17.41899,-7.75643,9.66255,-0.020343535,-27.78486399,-14.38635
158.83,2011,6,7,2000,0.13,16.57,19.23,527.9475,10.75282,-1.41335,9.33947,0.011829734,16.16901416,-26.21897
158.85,2011,6,7,2030,0,16.36,2.29,434.2127,9.07129,0.18273,9.25402,0.008563753,11.70740434,-18.26525
158.88,2011,6,7,2100,0,15.92,0.34,457.8292,8.92654,0.14759,9.07413,0.008563104,11.71148256,-18.02147
158.9,2011,6,7,2130,0.13,15.13,0.19,505.17,9.05996,-0.30738,8.75258,0.009513154,13.02073968,-15.42595
158.92,2011,6,7,2200,0,14.44,0.17,479.9684,8.17404,0.30062,8.47466,0.007281882,9.973398279,-13.25251
158.94,2011,6,7,2230,0,15.42,0.18,443.3518,8.69763,0.1758,8.87343,0.008788859,12.02603071,-17.6301
158.96,2011,6,7,2300,0,16.07,0.2,405.897,15.44796,-6.30657,9.14139,0.014726593,20.13817735,-20.5999
158.98,2011,6,7,2330,0,16.3,0.21,398.8122,7.82472,1.41294,9.23767,0.009400277,12.85175019,-17.82001
